id_variant,id,title,season,hexadecimal,name,family_id,id_hex,top_type,finishing,adventurous,closing,weather,neck,detail,print,style,fit,sleeve,sleeve_long,sizing,application,composition,fabric,hip_contour,waist_contour,chest_contour,sleeve_long_cm,long_cm,gripper,basic,down_part_type,bottom,type_of_length,shot,neckline,outside_type,thicknees,cover,light,alerts,cut,rubber_waist,label,dress_type,foulard_type,size,skirt_type,message,hood,back_neckline,shoulders_pad,bag_type,hips_volume,chest_volume
52344488-600c-4290-be53-12a83d21f9ad,1612cad7-b3ff-4c18-91d5-237795578050,Tilda Top majolica,9,FFFFFF,BRAND91,39792668-5cfd-42c2-8872-ad776e9bad70,1612cad7-b3ff-4c18-91d5-237795578050_FFFFFF,tops,,two,without_closing,warm_season,,upholstery_button,smooth,classic,straight,basic_sleeve,short_sleeve,normal,work,polyester,tulle,52,52,50,21,68,true,false,,,,,v_neckline,,,true,,,,,,,,,,,,,,,,
2ef0cb4c-6bb0-4b7e-b92c-b88a57a38c94,1612cad7-b3ff-4c18-91d5-237795578050,Tilda Top majolica,9,000000,BRAND91,39792668-5cfd-42c2-8872-ad776e9bad70,1612cad7-b3ff-4c18-91d5-237795578050_000000,tops,,two,without_closing,warm_season,,upholstery_button,smooth,classic,straight,basic_sleeve,short_sleeve,normal,work,polyester,tulle,52,52,50,21,68,true,false,,,,,v_neckline,,,true,,,,,,,,,,,,,,,,
93bdb839-dde8-4713-aeb5-2ce046a7daa2,1612cad7-b3ff-4c18-91d5-237795578050,Tilda Top majolica,9,008000,BRAND91,39792668-5cfd-42c2-8872-ad776e9bad70,1612cad7-b3ff-4c18-91d5-237795578050_008000,tops,,two,without_closing,warm_season,,upholstery_button,smooth,classic,straight,basic_sleeve,short_sleeve,normal,work,polyester,tulle,52,52,50,21,68,true,false,,,,,v_neckline,,,true,,,,,,,,,,,,,,,,
3a288c9c-1093-4f12-83b3-ad0a2f7ee654,2ccf1dc1-0e59-4cc7-8c5f-ee7a7d59a750,Long Tshirt stripe,7,ECE9D6,BRAND1,3087da56-5a27-4e58-aea7-1555c640f232,2ccf1dc1-0e59-4cc7-8c5f-ee7a7d59a750_ECE9D6,hoodies,touchable,three,without_closing,warm_season,,applique,horizontal_stripes,classic,straight,basic_sleeve,long_sleeve,normal,work,linen,cotton_batting,52,48,50,65,65,false,false,,,,,closed_round_neckline,,,,,clients_60_100,yoke_cut,,,,,,,,,,,,,
960da0a6-6117-445a-acaa-0383ee499ce6,ce077e88-0e94-46c9-b838-cd4ad6b9c9c2,Turna Top flounce ,7,5F5E5E,BRAND1,39792668-5cfd-42c2-8872-ad776e9bad70,ce077e88-0e94-46c9-b838-cd4ad6b9c9c2_5F5E5E,tops,marbled,two,buttons,warm,mandarin_collar,ruffles,smooth,classic,straight,tulip_sleeve,sleeveless,normal,freetime,polyester,synthetic,54,50,50,,61,false,false,,,,,v_neckline,,,,,breastfeeding,contour_darts,,,,,,,,,,,,,
42920cc9-7838-4d64-8aa4-32bf9511511a,4c05f17f-d370-4f39-8e6c-4cb3053133d8,Raye Tshirt peak ,7,00008b,BRAND1,95f835a3-03fe-40f1-a813-4fbfd2842845,4c05f17f-d370-4f39-8e6c-4cb3053133d8_00008b,t-shirts,marbled,two,without_closing,warm_season,,,horizontal_stripes,casual,straight,basic_sleeve,short_sleeve,normal,freetime,elastane,cotton_tshirt,56,48,53,17,67,false,false,,,asymmetric,,closed_round_neckline,,,,,,,,,,,,,,,,,,,
dcfb6be2-8479-48b0-ac02-52b8102c58b6,04a76335-e215-4c32-bf11-40cf9dc95284,Burle Jacket bomb,7,000000,BRAND25,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,04a76335-e215-4c32-bf11-40cf9dc95284_000000,,touchable,four,zip,cold_season,,lateral_pocket,sheets,casual,loose,rubber_sleeve,long_sleeve,normal,freetime,polyester,synthetic,40,53,53,63,61,false,false,,,,,,bomber,thin,true,true,breastfeeding,central_cut,,,,,,,,,,,,,
3551dd28-b1d6-4e9f-a731-e1b75315fa41,68052b19-9f70-4bf5-a9d4-9be52d2c0e2d,Denim Jacket sew ,7,00008b,BRAND143,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,68052b19-9f70-4bf5-a9d4-9be52d2c0e2d_00008b,,,three,zip,cold_season,,waist_band,smooth,street,tight,basic_sleeve,long_sleeve,small,freetime,elastane,denim,48,50,53,59,56,false,false,,,short,,,biker,medium,true,,,lateral,,true,,,,,,,,,,,
5c2b367e-fbf3-4dea-8657-484a75987319,e9915d28-1516-4fac-96e9-51f65a8ecee5,Onlblush Jeans noos,9,FFFFFF,BRAND119,6598b655-3e19-448c-8b4f-ff6a29447b34,e9915d28-1516-4fac-96e9-51f65a8ecee5_FFFFFF,,,four,fly,warm_season,,fringes,smooth,street,tight,,,normal,work,elastane,denim,46,37,,,100,false,false,cigarette,long_pants,long,medium,,,,,,,,,,,,,,,,,,,,
20e98ffc-6d33-42ac-aa5a-720af29b66ec,682385ed-6538-49e4-b164-6853d9f608d7,Shine Dress etui ,9,00008b,BRAND160,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,682385ed-6538-49e4-b164-6853d9f608d7_00008b,,,three,invisible_zip,cold_season,,back_opening,smooth,minimal,tight,basic_sleeve,short_sleeve,normal,working_girl,elastane,mixed,49,41,46,7,95,true,false,,,short,,v_neckline,,,true,,,contour_darts,,,tight,,,,,,,,,,
9191e87d-d5c3-4b1d-9782-7359bf75633f,5d2784d8-80c4-4d4b-a417-f54b48318913,Pcbodil Dress noos,9,000000,BRAND142,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,5d2784d8-80c4-4d4b-a417-f54b48318913_000000,,,two,without_closing,warm_season,,,smooth,classic,loose,,fine_strap,normal,work,polyester,synthetic,63,57,48,,90,false,false,,,short,,v_neckline,,,,,,,,,lingerie,,,,,,,,,,
1f278409-36bb-4720-9c33-8589f78044e9,8b47d2b6-7bba-4183-a37a-f281495b9740,Ariel Shirt season ,9,DEB24C,BRAND99,c59807ac-0362-4078-94b0-37ea3df6cdd0,8b47d2b6-7bba-4183-a37a-f281495b9740_DEB24C,blouse,,three,buttoning,cold_season,,button,sheets,boho,straight,folded_up_with_loops,long_sleeve,normal,freetime,viscose,thread,57,54,53,53,65,false,false,,,,,v_neckline,,,,,breastfeeding,,,,,,,,,,,,,,
753b0484-b6df-4253-ab2e-84d47387b327,8b47d2b6-7bba-4183-a37a-f281495b9740,Ariel Shirt season ,9,ECE9D6,BRAND99,c59807ac-0362-4078-94b0-37ea3df6cdd0,8b47d2b6-7bba-4183-a37a-f281495b9740_ECE9D6,blouse,,three,buttoning,cold_season,,button,sheets,boho,straight,folded_up_with_loops,long_sleeve,normal,freetime,viscose,thread,57,54,53,53,65,false,false,,,,,v_neckline,,,,,breastfeeding,,,,,,,,,,,,,,
a4336532-0d63-4bae-8e30-135a389ae0f4,6231a57e-14e7-426b-9fb3-7805196916fe,Carol Dress majolica ,9,008000,BRAND91,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,6231a57e-14e7-426b-9fb3-7805196916fe_008000,,,two,without_closing,warm_season,,ties,smooth,classic,straight,other,short_sleeve,normal,freetime,polyester,crepe,55,52,53,11,93,true,false,,,short,,v_neckline,,,true,,,,,,straight,,,,,,,,,,
7a982004-304a-482d-a3ea-9169462eaaad,6231a57e-14e7-426b-9fb3-7805196916fe,Carol Dress majolica ,9,000000,BRAND91,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,6231a57e-14e7-426b-9fb3-7805196916fe_000000,,,two,without_closing,warm_season,,ties,smooth,classic,straight,other,short_sleeve,normal,freetime,polyester,crepe,55,52,53,11,93,true,false,,,short,,v_neckline,,,true,,,,,,straight,,,,,,,,,,
725149be-19c4-411f-a4b4-a39ae4ba8cd5,6231a57e-14e7-426b-9fb3-7805196916fe,Carol Dress majolica ,9,00008b,BRAND91,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,6231a57e-14e7-426b-9fb3-7805196916fe_00008b,,,two,without_closing,warm_season,,ties,smooth,classic,straight,other,short_sleeve,normal,freetime,polyester,crepe,55,52,53,11,93,true,false,,,short,,v_neckline,,,true,,,,,,straight,,,,,,,,,,
d23152b9-2707-4424-b5b8-caf781c327ea,87ccea47-fbff-4cb2-ab8b-2d2cedda1dc2,Frhazavisk Shirt mix,9,666633,BRAND35,c59807ac-0362-4078-94b0-37ea3df6cdd0,87ccea47-fbff-4cb2-ab8b-2d2cedda1dc2_666633,blouse,,two,hidden_buttoning,cold_season,,black_pleat,bodoque,classic,straight,shirt_sleeve,long_sleeve,big_1,freetime,viscose,batiste,60,55,56,63,64,false,false,,,,,v_neckline,,,,,breastfeeding,yoke_cut,,,,,,,,,,,,,
bf361b60-4b3d-4bac-81bc-2611dca0dcef,87ccea47-fbff-4cb2-ab8b-2d2cedda1dc2,Frhazavisk Shirt mix,9,ECE9D6,BRAND35,c59807ac-0362-4078-94b0-37ea3df6cdd0,87ccea47-fbff-4cb2-ab8b-2d2cedda1dc2_ECE9D6,blouse,,two,hidden_buttoning,cold_season,,black_pleat,bodoque,classic,straight,shirt_sleeve,long_sleeve,big_1,freetime,viscose,batiste,60,55,56,63,64,false,false,,,,,v_neckline,,,,,breastfeeding,yoke_cut,,,,,,,,,,,,,
e01f6ae3-7612-4a4c-9472-0db3e2494256,3d6e3f1b-833e-46dd-bec4-d2e794ca6f3f,Leav Scarf visc,8,000000,BRAND100,b263ba41-adab-4a83-a3e0-2766522f5aec,3d6e3f1b-833e-46dd-bec4-d2e794ca6f3f_000000,,frayed,two,,warm_season,,,sheets,classic,,,,,freetime,viscose,chiffon,,,,,,,,,,,,,,,,,,,,,,foulard,medium,,,,,,,,
ddc0d366-87c0-4896-8af3-2c8f4789e001,c40b0b85-ed74-48c7-9d8a-80b8bb3d260c,Viosk Skirt knit,8,FFC0CB,BRAND55,2514d6c8-11e6-4692-87b4-dcc1cd18592c,c40b0b85-ed74-48c7-9d8a-80b8bb3d260c_FFC0CB,,,three,without_closing,cold_season,,,smooth,classic,loose,,,big_1,freetime,polyamide,jersey,58,36,,,50,false,false,,,short,medium,,,,,,,,true,,,,,flared,,,,,,,
c0bc4fbc-4c7b-46c7-af1f-8f33e691d33c,c40b0b85-ed74-48c7-9d8a-80b8bb3d260c,Viosk Skirt knit,8,462C0E,BRAND55,2514d6c8-11e6-4692-87b4-dcc1cd18592c,c40b0b85-ed74-48c7-9d8a-80b8bb3d260c_462C0E,,,three,without_closing,cold_season,,,smooth,classic,loose,,,big_1,freetime,polyamide,jersey,58,36,,,50,false,false,,,short,medium,,,,,,,,true,,,,,flared,,,,,,,
dc4b2242-1667-4a7a-b2ee-093eeb037b58,5112f94c-eb48-45cf-a63b-ac859cc30a41,Ixrosa Tshirt express ,9,000000,BRAND89,95f835a3-03fe-40f1-a813-4fbfd2842845,5112f94c-eb48-45cf-a63b-ac859cc30a41_000000,t-shirts,ribbed,three,without_closing,cold_season,,pucker,smooth,street,tight,puffed_sleeve,long_sleeve,normal,freetime,elastane,cotton_tshirt,39,39,44,61,59,false,false,,,,,v_neckline,,,,,,central_cut,,,,,,,,,,,,,
e78615a0-b589-4f73-957f-4ad45588cb2a,5112f94c-eb48-45cf-a63b-ac859cc30a41,Ixrosa Tshirt express ,9,ECE9D6,BRAND89,95f835a3-03fe-40f1-a813-4fbfd2842845,5112f94c-eb48-45cf-a63b-ac859cc30a41_ECE9D6,t-shirts,ribbed,three,without_closing,cold_season,,pucker,smooth,street,tight,puffed_sleeve,long_sleeve,normal,freetime,elastane,cotton_tshirt,39,39,44,61,59,false,false,,,,,v_neckline,,,,,,central_cut,,,,,,,,,,,,,
23ea1b86-1de1-418b-a3d3-42d4f481fe0c,72e7245e-5d1f-44b0-bb90-6484df372e8a,Billia Jacket closet,9,000000,BRAND167,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,72e7245e-5d1f-44b0-bb90-6484df372e8a_000000,,,three,without_closing,warm_season,,fake_pocket,sheets,classic,straight,basic_sleeve,long_sleeve,big,work,modal,batiste,60,60,60,60,67,false,false,,,,,,blazer,thin,true,true,,,,true,,,,,,,,,,,
81aa394d-9981-4751-a2e4-53a0d59c312f,b66bacb0-3c2e-4e56-88ce-26d50da2cfab,Bail Top majolica,9,B11730,BRAND91,39792668-5cfd-42c2-8872-ad776e9bad70,b66bacb0-3c2e-4e56-88ce-26d50da2cfab_B11730,tops,,two,buttoning,warm,,ruffles,smooth,classic,straight,adjustable_sleeve,fine_strap,normal,work,polyester,crepe,50,48,47,,64,true,false,,,,,v_neckline,,,,,breastfeeding,,,,,,,,,,,,,,
b89faa00-2826-4e1d-85d4-cabb7d3911ea,b66bacb0-3c2e-4e56-88ce-26d50da2cfab,Bail Top majolica,9,FFFFFF,BRAND91,39792668-5cfd-42c2-8872-ad776e9bad70,b66bacb0-3c2e-4e56-88ce-26d50da2cfab_FFFFFF,tops,,two,buttoning,warm,,ruffles,smooth,classic,straight,adjustable_sleeve,fine_strap,normal,work,polyester,crepe,50,48,47,,64,true,false,,,,,v_neckline,,,,,breastfeeding,,,,,,,,,,,,,,
94355b9f-0d7a-4884-a028-3086ca306161,1657c9fa-aedf-487d-8578-0c703190d283,Ball Jacket bomber ,7,666633,BRAND4,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,1657c9fa-aedf-487d-8578-0c703190d283_666633,,touchable,four,automatic,cold_season,,sporty_band,smooth,street,straight,basic_sleeve,long_sleeve,normal,freetime,elastane,suede_leather,49,51,50,56,58,false,false,,,short,,,bomber,medium,,,,,,,,,,,,,,,,,
ee468971-e463-4e02-979a-d99e92ee51cd,1657c9fa-aedf-487d-8578-0c703190d283,Ball Jacket bomber ,7,00008b,BRAND4,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,1657c9fa-aedf-487d-8578-0c703190d283_00008b,,touchable,four,automatic,cold_season,,sporty_band,smooth,street,straight,basic_sleeve,long_sleeve,normal,freetime,elastane,suede_leather,49,51,50,56,58,false,false,,,short,,,bomber,medium,,,,,,,,,,,,,,,,,
b7255a3c-9dbe-4904-b4aa-060444d7462b,466c3a14-4f23-4c66-a25e-dd7265d364c8,Wall Shirt kilky ,7,008000,BRAND59,c59807ac-0362-4078-94b0-37ea3df6cdd0,466c3a14-4f23-4c66-a25e-dd7265d364c8_008000,shirt,,two,buttoning,warm_season,shirt_collar,plaston_pocket,vertical_stripes,boho,oversize,shirt_sleeve,long_sleeve,big_1,freetime,viscose,popeline,65,65,69,65,73,false,false,,,asymmetric,,high_neck,,,,,breastfeeding,central_cut,,,,,,,,,,,,,
f761d120-2f7b-40b7-8687-7a08d3b9b487,466c3a14-4f23-4c66-a25e-dd7265d364c8,Wall Shirt kilky ,7,87CEFA,BRAND59,c59807ac-0362-4078-94b0-37ea3df6cdd0,466c3a14-4f23-4c66-a25e-dd7265d364c8_87CEFA,shirt,,two,buttoning,warm_season,shirt_collar,plaston_pocket,vertical_stripes,boho,oversize,shirt_sleeve,long_sleeve,big_1,freetime,viscose,popeline,65,65,69,65,73,false,false,,,asymmetric,,high_neck,,,,,breastfeeding,central_cut,,,,,,,,,,,,,
44dfbd1a-e2e6-4fd2-a057-37356b55730c,cfd5b0c1-044a-411f-93a4-032b02fa0560,Lua Cardigan colors ,7,D3D3D3,BRAND59,141f32d6-a5af-49bf-b019-fd28354977f1,cfd5b0c1-044a-411f-93a4-032b02fa0560_D3D3D3,cardigan,touchable,three,without_closing,cold_season,,pocket,horizontal_stripes,street,loose,down_shoulders,long_sleeve,big_1,freetime,wool,jersey,66,65,69,62,114,false,false,,,long,,,,,,,,central_cut,,,,,,,,,,,,,
503780b0-92ce-4484-aae1-5bf913734d52,cfd5b0c1-044a-411f-93a4-032b02fa0560,Lua Cardigan colors ,7,000081,BRAND59,141f32d6-a5af-49bf-b019-fd28354977f1,cfd5b0c1-044a-411f-93a4-032b02fa0560_000081,cardigan,touchable,three,without_closing,cold_season,,pocket,horizontal_stripes,street,loose,down_shoulders,long_sleeve,big_1,freetime,wool,jersey,66,65,69,62,114,false,false,,,long,,,,,,,,central_cut,,,,,,,,,,,,,
057d5915-acf3-4246-8e9c-5581a4ae36e4,86ac8e1c-3288-4872-9e38-5257041a1d7f,Lunce Top colors ,7,FFFFFF,BRAND91,39792668-5cfd-42c2-8872-ad776e9bad70,86ac8e1c-3288-4872-9e38-5257041a1d7f_FFFFFF,tops,,three,without_closing,warm,,lace,smooth,night,straight,adjustable_sleeve,fine_strap,normal,freetime,polyester,crepe,52,49,48,,64,true,false,,,,,v_neckline,,,true,,,,,,,,,,,,,,,,
a550b309-8f3d-4875-aacb-b315d1b5ff4c,86ac8e1c-3288-4872-9e38-5257041a1d7f,Lunce Top colors ,7,008000,BRAND91,39792668-5cfd-42c2-8872-ad776e9bad70,86ac8e1c-3288-4872-9e38-5257041a1d7f_008000,tops,,three,without_closing,warm,,lace,smooth,night,straight,adjustable_sleeve,fine_strap,normal,freetime,polyester,crepe,52,49,48,,64,true,false,,,,,v_neckline,,,true,,,,,,,,,,,,,,,,
a8a1767e-5695-469e-961c-4d6f7f6d94d7,86ac8e1c-3288-4872-9e38-5257041a1d7f,Lunce Top colors ,7,DEB24C,BRAND91,39792668-5cfd-42c2-8872-ad776e9bad70,86ac8e1c-3288-4872-9e38-5257041a1d7f_DEB24C,tops,,three,without_closing,warm,,lace,smooth,night,straight,adjustable_sleeve,fine_strap,normal,freetime,polyester,crepe,52,49,48,,64,true,false,,,,,v_neckline,,,true,,,,,,,,,,,,,,,,
37f5f5e9-25b2-4751-a378-dabfd4a69704,86ac8e1c-3288-4872-9e38-5257041a1d7f,Lunce Top colors ,7,000000,BRAND91,39792668-5cfd-42c2-8872-ad776e9bad70,86ac8e1c-3288-4872-9e38-5257041a1d7f_000000,tops,,three,without_closing,warm,,lace,smooth,night,straight,adjustable_sleeve,fine_strap,normal,freetime,polyester,crepe,52,49,48,,64,true,false,,,,,v_neckline,,,true,,,,,,,,,,,,,,,,
7283d2ba-c61b-4e88-b29e-665aad72302f,86ac8e1c-3288-4872-9e38-5257041a1d7f,Lunce Top colors ,7,FFA500,BRAND91,39792668-5cfd-42c2-8872-ad776e9bad70,86ac8e1c-3288-4872-9e38-5257041a1d7f_FFA500,tops,,three,without_closing,warm,,lace,smooth,night,straight,adjustable_sleeve,fine_strap,normal,freetime,polyester,crepe,52,49,48,,64,true,false,,,,,v_neckline,,,true,,,,,,,,,,,,,,,,
